,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit
107,74.15,,銅製のくぎ、びよう、画びよう、またくぎ（第83.05項のものを除く。）その他これらに類する製品（銅製の頭部を有する鉄鋼製のものを含む。）及び銅製のねじ、ボルト、ナット、スクリューフック、リベット、コッター、コッターピン、座金（ばね座金を含む。）その他これらに類する製品,,,,,,,,,,,,,,,,,,,,,,
108,7415.1,0.0,くぎ、びよう、画びよう、またくぎその他これらに類する製品,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
109,,,その他のもの（ねじを切つたものを除く。）,,,,,,,,,,,,,,,,,,,,,,
110,7415.21,0.0,座金（ばね座金を含む。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
111,7415.29,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
112,,,その他のもの（ねじを切つたものに限る。）,,,,,,,,,,,,,,,,,,,,,,
113,7415.33,0.0,ねじ、ボルト及びナット,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
114,7415.39,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
115,74.18,,食卓用品、台所用品その他の家庭用品及びその部分品（銅製のものに限る。）、銅製の瓶洗い、ポリッシングパッド、ポリッシンググラブその他これらに類する製品並びに衛生用品及びその部分品（銅製のものに限る。）,,,,,,,,,,,,,,,,,,,,,,
116,7418.1,0.0,食卓用品、台所用品その他の家庭用品及びその部分品並びに瓶洗い、ポリッシングパッド、ポリッシンググラブその他これらに類する製品,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
117,7418.2,0.0,衛生用品及びその部分品,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
118,74.19,,その他の銅製品,,,,,,,,,,,,,,,,,,,,,,
119,7419.1,0.0,鎖及びその部分品,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
120,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
121,7419.91,0.0,鋳造、型打ち又は鍛造をしたもの（更に加工したものを除く。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
122,7419.99,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
0,75.01,,ニッケルのマット、焼結した酸化ニッケルその他ニッケル製錬の中間生産物,,,,,,,,,,,,,,,,,,,,,,
1,7501.1,0.0,ニッケルのマット,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
2,7501.2,,焼結した酸化ニッケルその他ニッケル製錬の中間生産物,,,,,,,,,,,,,,,,,,,,,,
3,,100.0,1 焼結した酸化ニッケル（ニッケルの含有量が全重量の88％以上のものに限る。）,11.7%又は72.90円/kgのうちいずれか低い税率,,44円/kg,7.02%又は26.4円/kgのうちいずれか低い税率,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.3%又は27.50円/kgのうちいずれか低い税率,無税,,KG
4,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
5,,210.0,(1)酸化ニッケル（銅の含有量が全重量の1.5％以下のものに限る。）,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.9%,無税,,KG
6,,290.0,(2)その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
7,75.02,,ニッケルの塊,,,,,,,,,,,,,,,,,,,,,,
8,7502.1,0.0,ニッケル（合金を除く。）,11.7%又は72.90円/kgのうちいずれか低い税率,,44円/kg,7.02%又は26.4円/kgのうちいずれか低い税率,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.3%又は27.50円/kgのうちいずれか低い税率,無税,,KG
9,7502.2,,ニッケル合金,,,,,,,,,,,,,,,,,,,,,,
10,,10.0,1 ニッケルの含有量が全重量の50％未満のもので、コバルトの含有量が全重量の10％以上のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
11,,90.0,2 その他のもの,8.1%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.9%,無税,,KG
12,75.03,,,,,,,,,,,,,,,,,,,,,,,,
13,7503.0,0.0,ニッケルのくず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
14,75.04,,,,,,,,,,,,,,,,,,,,,,,,
15,7504.0,,ニッケルの粉及びフレーク,,,,,,,,,,,,,,,,,,,,,,
16,,100.0,1 真空管用ゲッター、アルカリ蓄電池又は溶接用フラックスの製造に使用するもの及び粉末冶金に使用するもの,◎無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
17,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
18,,210.0,(1)ニッケル（合金を除く。）のもの,52円/kg,,41円/kg,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,25.63円/kg,無税,,KG
19,,220.0,(2)その他のもの,4.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.9%,無税,,KG
20,75.05,,ニッケルの棒、形材及び線,,,,,,,,,,,,,,,,,,,,,,
21,,,棒及び形材,,,,,,,,,,,,,,,,,,,,,,
22,7505.11,0.0,ニッケル（合金を除く。）のもの,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
23,7505.12,0.0,ニッケル合金のもの,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
24,,,線,,,,,,,,,,,,,,,,,,,,,,
25,7505.21,0.0,ニッケル（合金を除く。）のもの,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
26,7505.22,0.0,ニッケル合金のもの,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
27,75.06,,ニッケルの板、シート、ストリップ及びはく,,,,,,,,,,,,,,,,,,,,,,
28,7506.1,,ニッケル（合金を除く。）のもの,,,,,,,,,,,,,,,,,,,,,,
29,,100.0,1 真空管用ゲッター又はアルカリ蓄電池の製造に使用するもの,◎無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
30,,200.0,2 その他のもの,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
31,7506.2,0.0,ニッケル合金のもの,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
32,75.07,,ニッケル製の管及び管用継手（例えば、カップリング、エルボー及びスリーブ）,,,,,,,,,,,,,,,,,,,,,,
33,,,管,,,,,,,,,,,,,,,,,,,,,,
34,7507.11,0.0,ニッケル（合金を除く。）のもの,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
35,7507.12,0.0,ニッケル合金のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
36,7507.2,0.0,管用継手,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
37,75.08,,その他のニッケル製品,,,,,,,,,,,,,,,,,,,,,,
38,7508.1,0.0,ワイヤクロス、ワイヤグリル及び網（ニッケルの線から製造したものに限る。）,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
39,7508.9,0.0,その他のもの,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
0,76.01,,アルミニウムの塊,,,,,,,,,,,,,,,,,,,,,,
1,7601.1,0.0,アルミニウム（合金を除く。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
2,7601.2,0.0,アルミニウム合金,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
3,76.02,,,,,,,,,,,,,,,,,,,,,,,,
4,7602.0,,アルミニウムのくず,無税,,(無税),,,,,,,,,,,,,,,,,,,
5,,10.0,－ アルミニウム（合金を除く。）のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
6,,90.0,－ アルミニウム合金のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
7,76.03,,アルミニウムの粉及びフレーク,,,,,,,,,,,,,,,,,,,,,,
8,7603.1,0.0,粉（薄片状のものを除く。）,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
9,7603.2,0.0,粉（薄片状のものに限る。）及びフレーク,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
10,76.04,,アルミニウムの棒及び形材,,,,,,,,,,,,,,,,,,,,,,
11,7604.1,0.0,アルミニウム（合金を除く。）のもの,9.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
12,,,アルミニウム合金のもの,,,,,,,,,,,,,,,,,,,,,,
13,7604.21,0.0,中空の形材,10.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
14,7604.29,0.0,その他のもの,9.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
15,76.05,,アルミニウムの線,,,,,,,,,,,,,,,,,,,,,,
16,,,アルミニウム（合金を除く。）のもの,,,,,,,,,,,,,,,,,,,,,,
17,7605.11,0.0,横断面の最大寸法が7ミリメートルを超えるもの,9.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
18,7605.19,0.0,その他のもの,10.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
19,,,アルミニウム合金のもの,,,,,,,,,,,,,,,,,,,,,,
20,7605.21,0.0,横断面の最大寸法が7ミリメートルを超えるもの,9.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
21,7605.29,0.0,その他のもの,10.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
22,76.06,,アルミニウムの板、シート及びストリップ（厚さが0.2ミリメートルを超えるものに限る。）,,,,,,,,,,,,,,,,,,,,,,
23,,,長方形（正方形を含む。）のもの,,,,,,,,,,,,,,,,,,,,,,
24,7606.11,0.0,アルミニウム（合金を除く。）のもの,3%,,2%,1.6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
25,7606.12,,アルミニウム合金のもの,,,,,,,,,,,,,,,,,,,,,,
26,,,1 大型のコンテナ（政令で定める規格のものに限る。）の屋根板として使用するもの（幅が2.3メートル以上のものに限る。）並びに航空機用の板及びシート（クラッドし、かつ、鏡面仕上げをしたものに限る。）,,,(無税),,,,,,,,,,,,,,,,,,,
27,,10.0,－ 大型のコンテナ（政令で定める規格のものに限る。）の屋根板として使用するもの（幅が2.3メートル以上のものに限る。）,◎無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
28,,20.0,－ 航空機用の板及びシート（クラッドし、かつ、鏡面仕上げをしたものに限る。）,無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
29,,90.0,2 その他のもの,3%,,2%,1.6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
30,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
31,7606.91,0.0,アルミニウム（合金を除く。）のもの,3%,,2%,1.6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
32,7606.92,,アルミニウム合金のもの,,,,,,,,,,,,,,,,,,,,,,
33,,,1 大型のコンテナ（政令で定める規格のものに限る。）の屋根板として使用するもの（幅が2.3メートル以上のものに限る。）並びに航空機用の板及びシート（クラッドし、かつ、鏡面仕上げをしたものに限る。）,,,(無税),,,,,,,,,,,,,,,,,,,
34,,10.0,－ 大型のコンテナ（政令で定める規格のものに限る。）の屋根板として使用するもの（幅が2.3メートル以上のものに限る。）,◎無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
35,,20.0,－ 航空機用の板及びシート（クラッドし、かつ、鏡面仕上げをしたものに限る。）,無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
36,,90.0,2 その他のもの,3%,,2%,1.6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
37,76.07,,アルミニウムのはく（厚さ（補強材の厚さを除く。）が0.2ミリメートル以下のものに限るものとし、印刷してあるかないか又は紙、板紙、プラスチックその他これらに類する補強材により裏張りしてあるかないかを問わない。）,,,,,,,,,,,,,,,,,,,,,,
38,,,裏張りしてないもの,,,,,,,,,,,,,,,,,,,,,,
39,7607.11,0.0,圧延したもの（更に加工したものを除く。）,10.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
40,7607.19,0.0,その他のもの,10.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
41,7607.2,0.0,裏張りしたもの,10.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
42,76.08,,アルミニウム製の管,,,,,,,,,,,,,,,,,,,,,,
43,7608.1,0.0,アルミニウム（合金を除く。）のもの,10.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
44,7608.2,0.0,アルミニウム合金のもの,10.2%,,7.5%,6%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
45,76.09,,,,,,,,,,,,,,,,,,,,,,,,
46,7609.0,0.0,アルミニウム製の管用継手（例えば、カップリング、エルボー及びスリーブ）,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
47,76.1,,構造物及びその部分品（アルミニウム製のものに限る。例えば、橋、橋げた、塔、格子柱、屋根、屋根組み、戸、窓、戸枠、窓枠、戸敷居、手すり及び柱。第94.06項のプレハブ建築物を除く。）並びに構造物用に加工したアルミニウム製の板、棒、形材、管その他これらに類する物品,,,,,,,,,,,,,,,,,,,,,,
48,7610.1,0.0,戸及び窓並びにこれらの枠並びに戸敷居,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
49,7610.9,0.0,その他のもの,4.1%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
50,76.11,,,,,,,,,,,,,,,,,,,,,,,,
51,7611.0,0.0,アルミニウム製の貯蔵タンクその他これに類する容器（内容積が300リットルを超えるものに限るものとし、内張りしてあるかないか又は断熱してあるかないかを問わず、圧縮ガス用又は液化ガス用のもの及び機械装置又は加熱用若しくは冷却用の装置を有するものを除く。）,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
52,76.12,,アルミニウム製のたる、ドラム、缶、箱その他これらに類する容器（折畳み可能な又は硬いチューブ状のものを含み、内容積が300リットル以下のものに限るものとし、内張りしてあるかないか又は断熱してあるかないかを問わず、圧縮ガス用又は液化ガス用のもの及び機械装置又は加熱用若しくは冷却用の装置を有するものを除く。）,,,,,,,,,,,,,,,,,,,,,,
53,7612.1,0.0,折畳み可能なチューブ状のもの,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
54,7612.9,0.0,その他のもの,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
55,76.13,,,,,,,,,,,,,,,,,,,,,,,,
56,7613.0,0.0,圧縮ガス用又は液化ガス用のアルミニウム製の容器,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
57,76.14,,アルミニウム製のより線、ケーブル、組ひもその他これらに類する製品（電気絶縁をしたものを除く。）,,,,,,,,,,,,,,,,,,,,,,
58,7614.1,0.0,しんに鋼を使用したもの,6.3%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
59,7614.9,0.0,その他のもの,6.3%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
60,76.15,,食卓用品、台所用品その他の家庭用品及びその部分品（アルミニウム製のものに限る。）、アルミニウム製の瓶洗い、ポリッシングパッド、ポリッシンググラブその他これらに類する製品並びに衛生用品及びその部分品（アルミニウム製のものに限る。）,,,,,,,,,,,,,,,,,,,,,,
61,7615.1,0.0,食卓用品、台所用品その他の家庭用品及びその部分品並びに瓶洗い、ポリッシングパッド、ポリッシンググラブその他これらに類する製品,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
62,7615.2,0.0,衛生用品及びその部分品,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
63,76.16,,その他のアルミニウム製品,,,,,,,,,,,,,,,,,,,,,,
64,7616.1,0.0,くぎ、びよう、またくぎ（第83.05項のものを除く。）、ねじ、ボルト、ナット、スクリューフック、リベット、コッター、コッターピン、座金その他これらに類する製品,4.1%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
65,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
66,7616.91,0.0,ワイヤクロス、ワイヤグリル、網及び柵（アルミニウムの線から製造したものに限る。）,4.1%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
67,7616.99,0.0,その他のもの,4.1%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
0,78.01,,鉛の塊,,,,,,,,,,,,,,,,,,,,,,
1,7801.1,,精製鉛,8円/kg,,,,,,,,,,,,,,,,,,,,,
2,,10.0,－ 課税価格が1キログラムにつき172円以下のもの,,,2.70円/kg,1.08円/kg,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.25円/kg,無税,1.69円/kg,2.45円/kg,,KG
3,,20.0,－ 課税価格が1キログラムにつき172円を超え180円以下のもの,,(180円－課税価格)/kg,2.70円/kg,1.08円/kg又は((180円－課税価格)×0.4)/kgのうちいずれか低い税率,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.25円/kg又は((180円－課税価格)×0.2×5/11)/kgのうちいずれか低い税率,無税,1.69円/kg又は((180円-課税価格)×5/8)/kgのうちいずれか低い税率,2.45円/kg又は((180円-課税価格)×10/11)/kgのうちいずれか低い税率,,KG
4,,30.0,－ 課税価格が1キログラムにつき180円を超えるもの,,無税,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
5,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
6,7801.91,,含有する鉛以外の元素のうち重量においてアンチモンが主なもの,,,,,,,,,,,,,,,,,,,,,,
7,,,1 電解精製用のもの（鉛の含有量が全重量の95％を超えるものに限る。）,◎2.8%,,,,,,,,,,,,,,,,,,,,,
8,,10.0,－ 課税価格が1キログラムにつき165円37銭以下のもの,,,(2.8%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
9,,20.0,－ 課税価格が1キログラムにつき165円37銭を超え170円以下のもの,,◎(170円－課税価格)/kg,(2.8%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
10,,30.0,－ 課税価格が1キログラムにつき170円を超えるもの,,◎無税,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
11,,40.0,2 その他のもの,5.2%又は4.64円/kgのうちいずれか高い税率,,3%又は3.10円/kgのうちいずれか高い税率,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
12,7801.99,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
13,,100.0,1 鉛合金のもの,3.8%又は5.12円/kgのうちいずれか高い税率,,3%又は4.50円/kgのうちいずれか高い税率,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
14,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
15,,,(1)電解精製用のもの（鉛の含有量が全重量の95％を超えるものに限る。）,◎2.8%,,,,,,,,,,,,,,,,,,,,,
16,,211.0,－ 課税価格が1キログラムにつき165円37銭以下のもの,,,(2.8%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
17,,212.0,－ 課税価格が1キログラムにつき165円37銭を超え170円以下のもの,,◎(170円－課税価格)/kg,(2.8%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
18,,219.0,－ 課税価格が1キログラムにつき170円を超えるもの,,◎無税,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
19,,,(2)その他のもの,8円/kg,,,,,,,,,,,,,,,,,,,,,
20,,221.0,－ 課税価格が1キログラムにつき172円以下のもの,,,2.70円/kg,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
21,,222.0,－ 課税価格が1キログラムにつき172円を超え180円以下のもの,,(180円－課税価格)/kg,2.70円/kg,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
22,,223.0,－ 課税価格が1キログラムにつき180円を超えるもの,,無税,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
23,78.02,,,,,,,,,,,,,,,,,,,,,,,,
24,7802.0,0.0,鉛のくず,2.6%,,2.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
25,78.04,,鉛の板、シート、ストリップ、はく、粉及びフレーク,,,,,,,,,,,,,,,,,,,,,,
26,,,板、シート、ストリップ及びはく,,,,,,,,,,,,,,,,,,,,,,
27,7804.11,0.0,シート、ストリップ及びはく（厚さ（補強材の厚さを除く。）が0.2ミリメートル以下のものに限る。）,5.2%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
28,7804.19,0.0,その他のもの,6.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
29,7804.2,0.0,粉及びフレーク,5.2%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
30,78.06,,,,,,,,,,,,,,,,,,,,,,,,
31,7806.0,,その他の鉛製品,,,,,,,,,,,,,,,,,,,,,,
32,,100.0,1 鉛製の管及び管用継手（例えば、カップリング、エルボー及びスリーブ）,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
33,,900.0,2 その他のもの,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
0,79.01,,亜鉛の塊,,,,,,,,,,,,,,,,,,,,,,
1,,,亜鉛（合金を除く。）,,,,,,,,,,,,,,,,,,,,,,
2,7901.11,,亜鉛の含有量が全重量の99.99％以上のもの,8円/kg,,,,,,,,,,,,,,,,,,,,,
3,,10.0,－ 課税価格が1キログラムにつき242円以下のもの,,,4.30円/kg,2.58円/kg,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.78円/kg,1.95円/kg,3.13円/kg,3.91円/kg,,KG
4,,20.0,－ 課税価格が1キログラムにつき242円を超え250円以下のもの,,(250円－課税価格)/kg,4.30円/kg,2.58円/kg又は((250円－課税価格)×0.6)/kgのうちいずれか低い税率,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.78円/kg又は((250円-課税価格)×0.4×5/11)/kgのうちいずれか低い税率,1.95円/kg又は((250円-課税価格)×5/11)/kgのうちいずれか低い税率,3.13円/kg又は((250円-課税価格)×8/11)/kgのうちいずれか低い税率,3.91円/kg又は((250円-課税価格)×10/11)/kgのうちいずれか低い税率,,KG
5,,30.0,－ 課税価格が1キログラムにつき250円を超えるもの,,無税,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
6,7901.12,,亜鉛の含有量が全重量の99.99％未満のもの,8円/kg,,,,,,,,,,,,,,,,,,,,,
7,,10.0,－ 課税価格が1キログラムにつき242円以下のもの,,,4.30円/kg,2.58円/kg,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.78円/kg,1.95円/kg,3.13円/kg,3.91円/kg,,KG
