date,title,link,content
12/12/2013,Addition of Certain Persons to the Entity List; Amendment of Entity List entries;?and Removal of One Person from the Entity List Based on a Removal Request,,"This rule amends the Export Administration Regulations (EAR) by adding thirty-six persons under forty-six entries to the Entity List, revising three existing entries, and removing one entry. The persons who are added to the Entity List have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States. This rule is also revising one existing entry under Sweden to correct the entry by providing an address for this listed person under the destination of Estonia, and revising two entries in Canada, the first by removing two addresses, and the second by updating an address. Lastly, this rule removes one person in Russia from the Entity List. This person is being removed from the Entity List as a result of a request for removal submitted by the person, a review of information provided in the removal request in accordance with the procedures for requesting removal or modification of an Entity List entity, and further review conducted by the ERC."
11/20/2013,Amendments to Existing Validated End-User Authorizations in the People’s Republic of China,,"In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to revise existing authorizations for Validated End-Users (VEUs) Samsung China Semiconductor Co. Ltd. (Samsung China), Semiconductor Manufacturing International Corporation (SMIC), SK hynix Semiconductor (China) Ltd. (SK hynix China) and SK hynix Semiconductor (Wuxi) Ltd. (SK hynix Wuxi) (collectively ""SK hynix"") in the People’s Republic of China (PRC). Specifically, BIS amends Supplement No. 7 to part 748 of the EAR to add two items and remove one item from the list of eligible items for VEU Samsung China, add a facility to the list of eligible destinations and two items to the list of eligible items for VEU SMIC, and update the addresses of the facilities used by VEU SK hynix China and VEU SK hynix Wuxi."
10/04/2013,Revisions to the Export Administration Regulations (EAR) To Make the Commerce Control List (CCL) Clearer,,"This final rule implements changes to make the Commerce Control List (CCL) clearer, specifically changes that can be made to the CCL without requiring changes to multilateral export control regime guidelines or lists. This final rule also makes conforming changes and minor clarifications as a result of the publication of two final rules implementing the Export Control Reform Initiative: the April 16, 2013 final rule entitled?Revisions to the Export Administration Regulations: Initial Implementation of Export Control Reform; and the July 8, 2013 final rule entitled?Revisions to the Export Administration Regulations: Military Vehicles; Vessels of War; Submersible Vessels, Oceanographic Equipment; Related Items; and Auxiliary and Miscellaneous Items that the President Determines No Longer Warrant Control under the United States Munitions List. Lastly, this final rule revises shipping tolerances for export licenses. This rule is effective on?October 15, 2013, except that amendatory instructions 25, 28, 31 and 35.c to Supplement No. 1 to part 774 are effective?January 6, 2014."
10/03/2013,Revisions to the Export Administration Regulations (EAR): Initial Implementation of Export Control Reform; Correction,,"The Bureau of Industry and Security (BIS) is correcting a final rule that appeared in the Federal Register of April 16, 2013 (78 FR 22660). As part of the Export Control Reform (ECR) Initiative, the Bureau of Industry and Security (BIS), and the Directorate of Defense Trade Controls (DDTC), Department of State, have published multiple proposed amendments to the Export Administration Regulations (EAR) and the International Traffic in Arms Regulations (ITAR), respectively, to strengthen national security by fundamentally reforming the export control system. The final rule implements the initial ECR changes by adding a structure and related provisions to control munitions items that the President has determined no longer warrant export control on the U.S. Munitions List (USML) on the Commerce Control List (CCL), specifically aircraft, gas turbine engines, and related items. The final rule was published in conjunction with a Department of State document that revises the USML so that upon the effective date of both documents, the USML and CCL and corresponding regulatory structures will be complementary. The Department of State is also correcting today their final rule that appeared in the Federal Register of April 16, 2013 (78 FR 22740).?This rule is effective October 15, 2013."
09/11/2013,Revisions to the Export Administration Regulations (EAR): Unverified List (UVL),,"The Bureau of Industry and Security (BIS) proposes to amend the Export Administration Regulations (EAR) by: requiring exporters to file an Automated Export System (AES) record for all exports subject to the EAR involving a party or parties to the transaction who are listed on the Unverified List (the ‘‘Unverified List’’ or UVL); suspending the availability of license exceptions for exports, reexports, and transfers (in-country) involving a party or parties to the transaction who are listed on the UVL; requiring exporters, reexporters, and transferors to obtain a UVL statement from a party or parties to the transaction who are listed on the UVL before proceeding with exports, reexports, and transfers (in-country) involving items subject to the EAR, but where the item does not require a license, i.e., No License Required (NLR); publishing the UVL in the EAR; and adding to the EAR the procedures to request removal or modification of a UVL entry.?Comments must be received no later than October 11, 2013."
09/06/2013,Addition and Revision to the List of Validated End-Users in the People’s Republic of China,,"In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to add an end-user in the People’s Republic of China (PRC) to the list of Validated End-Users (VEUs). Specifically, BIS amends Supplement No. 7 to part 748 of the EAR to add Intel Semiconductor (Dalian) Ltd. (Intel Dalian) as a VEU. With this rule, exports, reexports and transfers (in-country) of certain items to two Intel Dalian eligible destinations are now authorized under Authorization VEU. BIS also amends Supplement No. 7 to part 748 to change the name of an existing VEU in the PRC, from Lam Research Corporation to Lam Research Service Co., Ltd."
08/09/2013,Time Limit for Completion of Voluntary Self-Disclosures and Revised Notice of the Institution of Administrative Enforcement Proceedings,,This rule will require persons making an initial notification of a voluntarily self-disclosed violation to complete the comprehensive narrative account required by Section 764.5 of the EAR within 180 days of BIS' receipt of the initial notification. The Director of the Office for Export Enforcement will be able to authorize extensions of this deadline if U.S. government interests would be served by an extension or upon a showing by the party making the disclosure that more time is reasonably necessary to complete the narrative account. The rule also will allow BIS to use a commercial courier or delivery service to notify respondents of issuance of a charging letter. The effective date of this rule is September 9.
07/25/2013,Second proposed rule ? Revisions to the Export Administration Regulations (EAR): Control of Military Electronic Equipment and Related Items the President Determines No Longer Warrant Control Under the United States Munitions List (USML).,,"This proposed rule describes how military electronics and certain cryogenic and superconductive equipment designed for installation in military vehicles that the President determines no longer warrant control on the United States Munitions List would be added to the Commerce Control List. It is being published simultaneously with a related State Department propose rule entitled Amendment to the International Traffic in Arms Regulations: Revision of U.S. Munitions List and Definition for ""Equipment."" Comments on both rules are due on September 9, 2013. These proposed rules reflect the interagency review of the public comments on earlier proposed rule on the same subject."
07/23/2013,Amendments to the Export Administration Regulations: Implementation of Limited Syria Waiver for Reconstruction Assistance?,,"The Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to implement a limited waiver, published by the Secretary of State on June 12, 2013, of the Syria Accountability and Lebanese Sovereignty Restoration Act of 2003 (the SAA). The waiver authorizes BIS to issue licenses on a case-by-case basis for the export or reexport of certain commodities, software, and technology necessary for the support of the Syrian people.? Specifically, consistent with Section 5(b) of the SAA, Executive Order 13338 of May 11, 2004 and the International Emergency Economic Powers Act (IEEPA), BIS implements the waiver by amending its Syria licensing policy under the EAR. BIS will review licenses on a case-by-case basis for the export or reexport of certain commodities, software, and technology, including, but not limited to, those related to water supply and sanitation, agricultural production and food processing, power generation, oil and gas production, construction and engineering, transportation, and educational infrastructure, as a means of helping to address the critical needs of the Syrian people and facilitating reconstruction. These exports are necessary to support a political transition, restore stability, and counter destabilizing influences in the region, and are therefore essential to the national security of the United States."
07/16/2013,Revisions to the Export Administration Regulations Based on the 2012 Missile Technology Control Regime Plenary Agreements,,"This final rule amends the Export Administration Regulations (EAR) to reflect changes to the Missile Technology Control Regime (MTCR) Annex that were agreed to by MTCR member countries at the October 2012 Plenary in Berlin, Germany, and at the MTCR Reinforced Point of Contact (RPOC) meeting in Paris, France, in December 2011. This final rule revises six Export Control Classification Numbers (ECCNs) (1C011, 1C111, 1C116, 9A101, 9B105 and 9E101) and one defined term (the definition of ""payload"") to implement the changes that were agreed to at the meetings. This final rule also revises ECCNs 7E004 and 9D004 to better align the Commerce Control List (CCL) with the MTCR Annex and past MTCR agreements."
07/10/2013,"Additions to the List of Validated End-Users in the People's Republic of China: Samsung China Semiconductor Co. Ltd. and Advanced Micro-Fabrication Equipment, Inc., China",,"In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations to add two end-users in the People's Republic of China to the list of Validated End-Users (VEU). Specifically, BIS amends Supplement No. 7 to part 748 of the EAR to add Samsung China Semiconductor Co. Ltd. (Samsung China) and Advanced Micro-Fabrication Equipment, Inc., China (AMEC) as VEUs. With this rule, exports, reexports and transfers (in-country) of certain items to one Samsung China facility and one AMEC facility are now authorized under Authorization VEU."
07/08/2013,"Revisions to the Export Administration Regulations: Military Vehicles; Vessels of War; Submersible Vessels, Oceanographic Equipment; Related Items; and Auxiliary and Miscellaneous Items that the President Determines No Longer Warrant Control under the United States Munitions List",,"This rule adds the Commerce Control List military vehicles, vessels of war, submersible vessels, oceanographic equipment, auxiliary military equipment and related items that the President has determined no longer warrant control on the United States Munitions List (USML). This rule was published in conjunction with the publication of a Department of State, Directorate of Defense Trade Controls rule revising USML Categories VII, VI, XX, and XIII (22 CFR § 121.1) to control those articles the President has determined warrant control in those Categories of the USML. Both rules are part of the President’s Export Control Reform Initiative. The revisions in this final rule are also part of Commerce’s retrospective regulatory review plan under Executive Order (EO) 13563. This rule is effective January 6, 2014."
06/20/2013,"Wassenaar Arrangement 2012 Plenary Agreements Implementation:? Commerce Control List, Definitions, and Reports",,"This final rule revises the Commerce Control List (CCL) of the Export Administration Regulations (EAR) to implement changes made to the Wassenaar Arrangement’s List of Dual-Use Goods and Technologies (Wassenaar List) maintained and agreed to by governments participating in the Wassenaar Arrangement on Export Controls for Conventional Arms and Dual-Use Goods and Technologies (Wassenaar Arrangement, or WA) at the December 2012 WA Plenary Meeting (the Plenary).?? This rule harmonizes the CCL with the changes made to the WA List at the Plenary by revising 37 ECCNs controlled for national security reasons in each category of the CCL, except category 8, as well as amending the General Software Note, WA reporting requirements, and definitions section in the EAR.? BIS is also adding unilateral controls to the CCL for specific software and technology for aviation control systems, which the WA agreements removed from the WA List, i.e., EAR national security controls."
06/05/2013,Implementation of the Understandings Reached at the 2012 Australia Group (AG) Plenary Meeting and the 2012 AG Intersessional Decisions; Changes to Select Agent Controls.,,"This rule amends the Export Administration Regulations (EAR) to: (1) implement the understandings reached at the June 2012 plenary meeting of the Australia Group (AG); (2) implement the recommendations presented at the AG intersessional implementation meeting, in February 2012, and adopted pursuant to the AG silent approval procedure; and (3) reflect recent changes to the controls maintained by the Animal and Plant Health Inspection Service (APHIS), U.S. Department of Agriculture, and the Centers for Disease Control and Prevention (CDC), U.S. Department of Health and Human Services, on the possession, use, and transfer of certain select biological agents within the United States."
06/03/2013,"Addition, Removals, and Revisions to the List of Validated End-Users in the People’s Republic of China",,"In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to improve the display and readability of the list of Validated End-Users (VEU) and their respective eligible items and destinations; revise the existing VEU listing for the People’s Republic of China (PRC) to add one end-user, Shanghai Huahong Grace Semiconductor Manufacturing Corporation, Ltd. (HHGrace); remove two end-users, Grace Semiconductor Manufacturing Corporation (GSMC) and Shanghai Huahong NEC Electronics Company, Ltd. (HHNEC); and update the list of eligible items for CSMC Technologies Corporation (CSMC). Specifically, BIS amends Supplement No. 7 to part 748 of the EAR to remove GSMC and HHNEC as a result of the merger of the two companies to create HHGrace, which is being added as a VEU. With this rule, exports, reexports and transfers (in-country) of certain items to three facilities of HHGrace are now authorized under Authorization VEU. In addition, BIS is updating CSMC’s list of eligible items in Supplement No. 7 to part 748. These actions are not being taken in response to activities of concern. Rather, the actions are being taken at the companies’ request."
05/24/2013,Export Administration Regulations (EAR): Control of Spacecraft Systems and Related Items the President Determines No Longer Warrant Control Under the United States Munitions List (USML).,,This proposed rule describes how spacecraft and related items (Category XV) that the President determines no longer warrant control on the United States Munitions List would be added to the Commerce Control List. It is being published simultaneously with a related State Department propose rule entitled Amendment to the International Traffic in Arms Regulations: Revision of U.S. Munitions List Category XV and Definition of “Defense Service.”
04/19/2013,Amendments to Existing Validated End-User Authorizations: CSMC Technologies Corporation in the People’s Republic of China (PRC),,"In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to revise the existing Authorization Validated End-User (VEU) listing for CSMC Technologies Corporation (CSMC) in the People’s Republic of China (PRC). Specifically, BIS amends Supplement No. 7 to part 748 of the EAR to update VEU CSMC’s current list of ""eligible destinations."""
04/16/2013,Revisions to the Export Administration Regulations: Initial Implementation of Export Control Reform,,"As part of the Export Control Reform (ECR) Initiative, the Bureau of Industry and Security (BIS), and the Directorate of Defense Trade Controls (DDTC), Department of State, have published multiple proposed amendments to the Export Administration Regulations (EAR) and the International Traffic in Arms Regulations (ITAR), respectively, to strengthen national security by fundamentally reforming the export control system. This final rule implements the initial ECR changes by adding a structure and related provisions to control munitions items that the President has determined no longer warrant export control on the U.S. Munitions List (USML) on the Commerce Control List (CCL), specifically aircraft, gas turbine engines, and related items. This rule is being published in conjunction with a Department of State rule that revises the USML so that upon the effective date of both rules, the USML and CCL and corresponding regulatory structures will be complementary. The revisions in this final rule are also part of Commerce’s retrospective regulatory review plan under EO 13563, which Commerce completed in August 2011.?This final rule is effective October 15, 2013.?"
03/28/2013,Amendment to the Export Administration Regulations: List of Items Classified Under Export Control Classification 0Y521 Series ? Biosensor Systems,,"In this interim final rule, the Bureau of Industry and Security amends the Export Administration Regulations (EAR) to make certain items subject to the EAR and to impose on those items a license requirement for export and reexport to all destinations, except Canada. Specifically, this rule classifies specified biosensor systems, ""software"" and ""technology"" under Export Control Classification Numbers 0A521, 0D521 and 0E521, respectively, on the Commerce Control List. ?As described in the final rule that established the 0Y521 series and that was published in the Federal Register on April 13, 2012 (77 FR 22191), items are added to the 0Y521 series upon a determination by the Department of Commerce, with the concurrence of the Departments of Defense and State, that the items should be controlled for export because the items provide at least a significant military or intelligence advantage to the United States or foreign policy reasons justify control. The items identified in this rule are controlled for regional stability (RS) Column 1 reasons.　 The only license exception available for these items is for official use by personnel and agencies of the U.S. Government."
03/28/2013,Addition of Certain Persons to the Entity List; Removal of Person From the Entity List Based on Removal Request; Implementation of Entity List Annual Review Changes,,"This rule amends the Export Administration Regulations (EAR) by adding eighteen persons to the Entity List (Supplement No. 4 to Part 744) under nineteen entries. These persons have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States on the basis of § 744.11 of the EAR. These persons will be listed on the Entity List under China, Germany, Hong Kong, Ukraine, and United Arab Emirates. This rule also revises one entry under Germany to clarify the scope of the entry by providing two additional alternate addresses for the listed person. This rule further removes one entry under Canada as the result of a successful removal request. Finally, this rule notifies the public that the End-User Review Committee (ERC) has completed Annual Reviews of Afghanistan, Greece, India, Russia, and Ukraine and that no changes are being made to the Entity List as a result of these reviews. The Entity List provides notice to the public that certain exports, reexports, and transfers (in-country) to entities identified on the Entity List require a license from the Bureau of Industry and Security (BIS) and that availability of license exceptions in such transactions is limited"
03/08/2013,Addition of Certain Persons to the Entity List,,"This rule amends the Export Administration Regulations (EAR) by adding three entries to the Entity List for one person who has been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States. This person will be listed on the Entity List under Germany, Russia, and Taiwan."
02/28/2013,Editorial Corrections to the Export Administration Regulations,,"This final rule corrects reference and typographical errors in the Export Administration Regulations (EAR). The corrections are editorial in nature and do not affect license requirements. Many of the errors these revisions correct only appear in the CFR and not the BIS EAR. However, this Federal Register Notice officially modifies the EAR. Therefore, the revision date in the footer will be changed even if no change is made to the BIS EAR file. corrections are editorial in nature and do not affect license requirements"
01/31/2013,"Proposed Revisions to the Export Administration Regulations (EAR): Articles the President Determines No Longer Warrant Control under the U.S. Munitions List that are Related to Launch Vehicles, Missiles, Rockets, and Military Explosive Devices.",,"This proposed rule describes how articles the President determines no longer warrant control under the United States Munitions List (USML) Category IV would be controlled on the Commerce Control List (CCL).? These articles, which are related to launch vehicles, missiles, rockets, torpedoes, bombs, mines, and other military explosive devices enumerated in USML Category IV, would be controlled under new Export Control Classification Numbers (ECCNs) 0A604, 0B604, 0D604, 0E604, 9A604, 9B604, 9D604, and 9E604 on the CCL.? In addition, this proposed rule would amend ECCNs 0D001, 0E001, 9B115, 9B116, 9D001, 9D002, 9D003, 9D104, 9E001, 9E002, 9E101, and 9E102 to make clarifications and conforming changes based on the proposed addition of the aforementioned 0x604 and 9x604 ECCNs to the CCL and proposed amendments by the Department of State, Directorate of Defense Trade Controls, to the list of articles controlled by USML Category IV.? The public comment period for this proposed rule will close on March 18, 2013.? This rule was published in conjunction with a proposed rule of the Department of State, Directorate of Defense Trade Controls, that would amend the list of articles controlled by USML Category IV."
01/16/2013,"Amendments to Existing Validated End User Authorizations: Advanced Micro Devices China, Inc., Lam Research Corporation, SK hynix Semiconductor (China) Ltd., and SK hynix Semiconductor (Wuxi) Ltd. in the People’s Republic of China; Clarification of Scope of Entries in Supplement",,"In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to revise the existing Authorization Validated End-User (VEU) listings for four VEUs in the People’s Republic of China (PRC). Specifically, BIS amends Supplement No. 7 to part 748 of the EAR to update VEU Advanced Micro Devices China Inc.’s (AMD China) current list of eligible destinations. BIS also amends the authorization of VEU Lam Research Corporation (Lam) by updating the addresses of ten eligible destinations and reformatting the list of Lam’s existing eligible destinations into groups associated with specific eligible items. BIS also updates the EAR to amend the addresses and lists of eligible items for VEUs SK hynix Semiconductor (China) Ltd. and SK hynix Semiconductor (Wuxi) Ltd. Finally, BIS amends Supplement No. 7 to part 748 of the EAR to include language reminding exporters that the language in the Supplement does not supersede other requirements in the EAR. These amendments to the authorizations of the named VEUs are not the result of activities of concern. The respective changes were prompted by factors arising from the companies’ normal course of business or are being done at the request of the companies."
01/16/2013,Removal of Persons From the Entity List Based on Removal Request; Implementation of Entity List Annual Review Changes; and Implementation of Modifications and Corrections to the Entity List,,"This rule amends the Export Administration Regulations (EAR) by removing two persons from the Entity List (Supplement No. 4 to Part 744), as the result of a request for removal submitted by these two persons. In addition, on the basis of the annual review conducted by the End User Review Committee, this rule amends the Entity List to remove two entries from the United Arab Emirates (U.A.E.). Finally, this rule modifies two existing entries to correct the scope of those entries, including removing a redundant entry that was inadvertently added in a final rule."
12/07/2012,Editorial Corrections to the Commerce Control List of the Export Administration Regulations,,This final rule corrects reference and typographical errors in the Commerce Control List (CCL) in the Export Administration Regulations (EAR). The corrections are primarily editorial in nature and do not affect license requirements. A technical standard in ECCN 3A991 is revised.?
11/29/2012,Revisions to the Export Administration Regulations (EAR) To Make the Commerce Control List (CCL) Clearer,,"On December 9, 2010, the Bureau of Industry and Security (BIS) published an advance notice of proposed rulemaking entitled?Commerce Control List: Revising Descriptions of Items and Foreign Availability?as part of the President’s Export Control Reform (ECR) Initiative.? The December 9, 2010 notice sought, among other things, public comments on how descriptions of items controlled on the Commerce Control List (CCL) could be made clearer.? This proposed rule would implement changes identified by BIS and the public that would make the CCL clearer.? This rule would only implement changes that can be made to the CCL without requiring changes to multilateral export control regime guidelines or lists.? However, BIS has identified changes that would require a decision of a multilateral regime to implement.? For those changes, the U.S. Government is developing regime change proposals for consideration by members of those multilateral export control regimes.? BIS will implement those changes in separate rulemakings, if approved by the respective multilateral export control regimes. Comments must be received by BIS no later than January 28, 2013."
11/29/2012,Addition of Certain Persons to the Entity List,,"This rule amends the Export Administration Regulations (EAR) by adding two persons to the Entity List and revising one existing entry.? The persons who are added to the Entity List have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States.? These persons will be listed on the Entity List under one destination.? The two entries added to the Entity List consist of two entries in Pakistan.? This rule is also revising one existing entry in the U.A.E. to clarify the scope of the entry by providing an additional alias and alternate address for this listed person.? The Entity List notifies the public that certain exports, reexports, and transfers (in-country) of items subject to the EAR to entities identified on the Entity List require licenses from the Bureau of Industry and Security (BIS) and that in most instances license exceptions are unavailable for such transactions.? BIS usually applies a license review policy of denial because it considers such entities to present significant risks of diversion to weapons of mass destruction (WMD) programs, terrorism, or other activities that are contrary to U.S. national security or foreign policy interests.?"
11/28/2012,Revisions to the Export Administration Regulations (EAR): Control of Military Electronic Equipment and Related Items the President Determines No Longer Warrant Control Under the United States Munitions List (USML),,"This proposed rule describes how military electronics (Category XI) and certain cryogenic and superconductive equipment designed for installation in military vehicles and that can operate while in motion (Categories VI, VII, VIII, and XV) that the President determines no longer warrant control on the United States Munitions List would be added to the Commerce Control List.? It is being published simultaneously with a related State Department propose rule entitled Amendment to the International Traffic in Arms Regulations:? Revision of U.S. Munitions List Category XI and Definition for “Equipment.”? Comments on both rules are due on January 28, 2013."
11/07/2012,Proposed Rule: Time Limit for Completion of Voluntary Self-Disclosures and Revised Notice of the Institution of Administrative Enforcement Proceedings,,"This proposed rule would require persons voluntarily disclosing violations of the Export Administration Regulations to submit the required final narrative account so that BIS receives that account within 180 days of BIS’ receipt of the initial disclosure.? The Office of Export Enforcement Director may grant an extension.? It would authorize using delivery services other than registered or certified mail for providing notice of issuance of a charging letter and would? remove the phrase “if delivery is refused” from a provision for determining the date of service of such notice based on an attempted delivery to the respondent’s last known address.? Comments on this proposed rule must be received by BIS no later than January 7, 2013."
10/09/2012,Addition of Certain Persons to the Entity List,,"This rule amends the Export Administration Regulations (EAR) by adding one hundred and sixty-four persons under one hundred and sixty-five entries to the Entity List.? The persons who are added to the Entity List have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States.? These persons will be listed on the Entity List under twelve destinations.? These additions to the Entity List consist of one person under Belize; thirteen persons under Canada; two persons under Cyprus; one person under Estonia; eleven persons under Finland; five persons under Germany; one person under Greece; two persons under Hong Kong; one person under Kazakhstan; one hundred and nineteen persons under Russia; two persons under Sweden; and seven persons under the United Kingdom, including six persons located in the British Virgin Islands. The Entity List provides notice to the public that certain exports, reexports, and transfers (in-country) to entities identified on the Entity List require a license from the Bureau of Industry and Security and that availability of license exceptions in such transactions is limited."
09/19/2012,Addition of Certain Persons to the Entity List; Removal of Person From the Entity List Based on Removal Request; and Implementation of Entity List Annual Review Changes,,"This rule amends the Export Administration Regulations (EAR) by adding six persons under eight entries to the Entity List under Iran and the United Arab Emirates (U.A.E.).? The persons who are added to the Entity List have been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States.? This rule also removes one person from the Entity List, as the result of a request for removal submitted by the person, a review of information provided in the removal request in accordance with the EAR, and further review conducted by the End-User Review Committee (ERC).? Lastly, this rule amends the Entity List on the basis of the annual review conducted by the ERC.? The ERC conducts annual reviews to determine if any entries on the Entity List should be removed or modified.? This rule reflects the results of the annual review of entities located in Belarus, Canada, the People’s Republic of China (China), Egypt, Germany, Hong Kong, Ireland, Israel, Kuwait, Lebanon, Malaysia, Pakistan, Singapore, South Africa, Taiwan, and the United Kingdom.? On the basis of the annual review, this rule removes fourteen entries, adds three entries, and amends thirty-six other entries. ?The Entity List provides notice to the public that certain exports, reexports, and transfers (in-country) to entities identified on the Entity List require a license from the Bureau of Industry and Security (BIS) and that availability of license exceptions in such transactions is limited."
07/23/2012,Export and Reexport Controls to Rwanda and United Nations Sanctions Under the Export Administration Regulations,,"In this final rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to implement United Nations Security Council Resolution (UNSCR) 1823 (2008), which, among other things, terminated sanctions against Rwanda concerning ‘‘arms and related materiel’’ imposed in 1994 pursuant to UNSCR 918. This rule includes conforming changes in the EAR related to the termination of the United Nations embargo on ‘‘arms and related materiel’’ against Rwanda, including the removal of machetes from the Commerce Control List (CCL). Further, BIS amends Part 746 (Embargoes and Other Special Controls) of the EAR to require a license to export or reexport certain items to countries subject to United Nations Security Council arms embargoes. A presumptive denial policy will apply to applications to export or reexport items that are controlled for UN reasons and that would contravene a United Nations Security Council arms embargo."
07/09/2012,"Amendment to Existing Validated End-User Authorizations: Hynix Semiconductor China Ltd., Hynix Semiconductor (Wuxi) Ltd., and Boeing Tianjin Composites Co. Ltd. in the People’s Republic of China",,"In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to revise the existing Authorization Validated End-User (VEU) listings for three VEUs in the People’s Republic of China (PRC).? Specifically, BIS amends the EAR to change the names of existing VEUs Hynix Semiconductor China Ltd. and Hynix Semiconductor (Wuxi) Ltd. and their respective “Eligible destinations” in the PRC.? Also, BIS amends the list of “Eligible items (by ECCN)” that may be exported, reexported and transferred (in-country) to the approved facility of VEU Boeing Tianjin Composites Co. Ltd.? (BTC) in the PRC.? These changes are prompted by factors arising from the companies’ normal course of business, and are not the result of any activities of concern by the companies."
07/02/2012,"Wassenaar Arrangement 2011 Plenary Agreements Implementation: Commerce Control List, Definitions, New Participating State (Mexico) and Reports",,"This final rule revises 44 Export Control Classification Numbers (ECCNs) on the Commerce Control List (CCL) to implement changes made to the Wassenaar Arrangement’s List of Dual-Use Goods and Technologies (Wassenaar List) maintained and agreed to by governments participating in the Wassenaar Arrangement on Export Controls for Conventional Arms and Dual-Use Goods and Technologies (Wassenaar Arrangement, or WA) at the December 2011 WA Plenary Meeting (the Plenary).? This rule also raises the Adjusted Peak Performance (APP) parameter for high performance computers.? In addition, this rule also raises the APP eligibility level for deemed exports of computers in License Exception APP, as well as the parameters for deemed exports of microprocessor cores in License Exception CIV of ECCN 3E002. This final rule also revises the CCL and definitions of terms used in the EAR to implement changes to the WA list that pertain to low light level (LLL) items that were agreed upon by the WA in December 2007 through 2011 at the Wassenaar Arrangement Plenary Meetings.? Additionally, this rule adds Mexico as the 41st Participating State in the list of WA members in the EAR."
07/02/2012,Implementation of the Understandings Reached at the 2011 Australia Group (AG) Plenary Meeting and Other AG-Related Clarifications to the EAR,,"This rule amends the Export Administration Regulations (EAR) to implement the understandings reached at the June 2011 plenary meeting of the Australia Group (AG).? Specifically, this final rule amends Export Control Classification Numbers (ECCNs) 1C351 and 1C353 on the Commerce Control List (CCL) to reflect changes that were made to the AG “List of Biological Agents for Export Control.”? This rule also amends ECCNs 2B350 and 2B352 to reflect changes that were made to the AG “Control List of Dual-Use Chemical Manufacturing Facilities and Equipment and Related Technology and Software” and the AG “Control List of Dual-Use Biological Equipment and Related Technology and Software,” respectively.? In addition, this rule makes AG-related changes to ECCNs 2B350 and 2B352 by amending these ECCNs to clarify the controls described therein to indicate certain control parameters for pumps and steam sterilizable freeze-drying equipment, respectively, in units of measure more commonly used in the United States."
06/21/2012,Proposed Revisions to the Export Administration Regulations: Implementation of Export Control Reform; Revisions to License Exceptions after Retrospective Review,,"This proposed rule would describe procedures for transitioning from State to Commerce export licenses for items that the President determines no longer warrant control on the United States Munitions List.? It also would revise certain Export Administration Regulations license exceptions to more closely align them with exemptions in the International Traffic in Arms Regulations. This proposed rule also would eliminate the $2,500 threshold under which certain license exception transaction need not be reported in the Automated Export System for items currently on the Commerce Control List as well as items that would be added to the Commerce Control List as part of the President’s export control initiative.? The comment period for this proposed rule closes August 6, 2012."
06/19/2012,Feasibility of Enumerating “Specially Designed” Components,,"As part of the President’s Export Control Reform (ECR) Initiative, this Advanced Notice of Proposed Rulemaking (ANPRM) requests comments on the feasibility of positively identifying “specially designed” “components” on the Commerce Control List (CCL) so as to decrease the use of the term, which appears extensively throughout the CCL, and thereby facilitate enhanced public compliance with the Export Administration Regulations.? Specifically, the Bureau of Industry and Security (BIS) is evaluating whether it is feasible to create exhaustive lists of the “specially designed” “components” referred to in certain Export Control Classification Numbers on the CCL that currently use “specially designed” catch-all paragraphs, and seeks public input to assist in this evaluation.? If BIS ultimately determines that such lists might be beneficial, it intends to submit these findings to the appropriate multilateral export control regimes in the normal course of list proposal changes. The request for comments in this ANPR is part of Commerce’s retrospective plan under EO 13563 completed in August 2011"
06/19/2012,“Specially Designed” Definition,,"As part of the President’s Export Control Reform (ECR) Initiative, this proposed rule, and a separate proposed rule from the Department of State, Directorate of Defense Trade Controls, being published in conjunction with this document, sets forth, as much as possible, a common definition of the term “specially designed” for use in the Export Administration Regulations (EAR) and the International Traffic in Arms Regulations (ITAR). The term “specially designed” is used widely in the Commerce Control List (CCL) and would play an important role in the “600 series” that the Bureau of Industry and Security (BIS) has? proposed to create to control less sensitive defense articles transferred from the United States Munitions List (USML) to the Commerce Control List (CCL). The revisions in this rule are part of Commerce’s retrospective plan under EO 13563 completed in August 2011."
06/13/2012,Revisions to the Export Administration Regulations (EAR): Control of Military Training Equipment and Related Items the President Determines No Longer Warrants Control Under the United States Munitions List (USML),,"This proposed rule describes how certain military training equipment and related articles currently enumerated in Category IX of the United States Munitions List (USML) that the President determines no longer warrant control on the USML would be controlled on the Commerce Control List. The comment period closes on July 30, 2012"
